MOVIE_TITLE;RELEASE_YEAR;RATING_AVG;RATING_CRITICS;RATING_AUDIENCE;VOTES_COUNT
La bella Otero;1985;7;6;8;3
Bella, ricca, lieve difetto fisico, cerca anima gemella;1973;3,8;2,67;5;20
Belle da morire;1992;3,2;2,5;4;7
Les belles-de-nuit;1952;7;7,25;7;18
Belle ma povere;1957;6;6;6;32
High Hopes;1988;7,6;7,75;7;22
La bellezza di Ippolita;1962;5,2;4,67;6;14
Bathing Beauty;1944;6,6;7,25;6;12
Bellezze in bicicletta;1951;4,4;5;4;11
Bellezze sulla spiaggia;1961;4,1;4;4;8
My Own Private Idaho;1991;7,1;7,29;7;137
Bellissima;1951;8,7;8,92;8;191
Le bellissime gambe di Sabrina;1958;6,5;4,5;9;4
Un bellissimo novembre;1969;6;6;6;16
Il bello, il brutto, il cretino;1967;5,4;5,2;6;40
Track of the Cat;1954;7,6;8;7;17
Le belve;1971;3,6;3,5;4;11
Ben Hur;1959;8,1;8,24;8;216
Bed of Lies;1992;5,8;6;6;3
Benefit of the Doubt;1992;5,8;6;6;3
Bengasi;1942;5,5;4,75;6;8
Hello Again;1987;4,8;6;4;3
Benvenuta;1983;5,6;5,75;6;10
Berlino - Appuntamento per le spie;1965;5;4;6;3
Judgment in Berlin;1988;5,8;6;6;4
Bermude: la fossa maledetta;1978;3,8;3,5;4;9
The Song of Bernadette;1943;6,3;6,75;6;33
The Green Berets;1968;5,5;5;6;71
Targets;1968;7,9;8,18;8;48
The Tall Target;1951;6,7;7;6;8
Bertoldo, Bertoldino e Cacasenno;1984;5,6;5,27;6;55
Best Seller;1987;6,3;6;7;12
Human Desire;1954;7,6;7,57;8;30
Beverly Hills Cop II;1987;4,9;4,3;5;120
Beverly Hills Cop;1984;7,2;7,44;7;187
Bianca;1984;7,9;8,22;8;259
White Christmas;1954;7,2;7,57;7;24
Bianco, rosso e Verdone;1981;7,4;7,23;8;319
Big;1988;5,9;5,67;6;111
The Big Easy;1986;7,1;7,6;7;26
Harry and the Hendersons;1987;5,4;5,4;5;26
Planes, Trains and Automobiles;1987;7,4;7,23;8;138
When Willie Comes Marching Home;1950;5,9;6;6;5
Billy Bud;1962;7,8;7;9;6
Bingo Bongo;1982;5,2;5,63;5;74
La blonde de Pekin;1966;4,9;6;4;5
It Happened at the World's Fair;1962;7;7;7;4
Biraghin;1946;2,8;3,5;2;3
Bird;1988;7,6;7,53;8;115
Birdy;1984;6,6;6,6;7;85
Il birichino di papa;1943;4,3;3,5;5;7
La bisbetica domata;1967;6,5;6,56;6;50
Il bisbetico domato;1980;5,2;4,67;6;127
The Operation;1990;8;6;10;3
Bix - Un'ipotesi leggendaria;1991;6,4;5,75;7;13
Family Viewing;1987;7,2;6,5;8;7
Black Rain;1989;7,1;7,15;7;181
The Black Stallion;1979;7,1;7;7;19
Black Sunday;1976;7,2;7,33;7;26
Blade Runner;1982;9;9,18;9;249
Blastfighter;1984;4,7;4,33;5;22
Raise the Titanic!;1980;4,7;4;5;12
The Blob;1988;5,9;5,75;6;37
Blonde Bombshell;1933;7,8;8;8;4
Blood Ties;1991;4,8;6;4;3
Bloody Psycho;1989;3,4;3,33;4;25
Blow Out;1981;7,7;7,65;8;272
The Great Texas Dynamite Chase;1977;7,1;6;8;11
The Blues Brothers;1980;8,7;8,73;9;654
Blues metropolitano;1985;4,6;4,33;5;16
Bob le flambeur;1955;8,1;8,33;8;36
Fancy Pants;1950;5,7;6;5;5
Bob Roberts;1992;7,3;7,75;7;23
La bocca;1990;3,6;3,33;4;13
Firepower;1979;5,3;6;5;15
Boccaccio '70;1962;6,4;6,4;6;83
Boccaccio '70. Renzo e Luciana;1961;6,7;6,75;7;12
La boheme;1988;4,5;6;3;6
The Hangman;1959;5,9;5;7;12
Bonnie and Clyde;1967;8,6;8,74;8;184
Bonnie e Clyde all'italiana;1983;4,8;4,38;5;59
Il boom;1963;7,6;7,56;8;69
Boomerang;1947;7,5;7,4;8;19
The Reivers;1969;6,9;7,6;6;12
Bordella;1976;5,5;6;5;43
The Border;1979;5,3;6;5;5
Borotalco;1981;7;6,95;7;216
Borsalino;1970;7,2;7,71;7;71
The Freshman;1989;5,4;5,29;6;33
The Bostonians;1984;6,2;6,75;6;15
La bottega dell'orefice;1987;6,1;7;5;6
The Bounty;1984;6,8;6,83;7;89
Bounty Tracker;1992;7,2;7;7;7
Nu quan shi;1973;4,9;6;4;11
The Boy Friend;1971;7,8;8;8;15
Sanders of the River;1935;5,3;6;5;3
The Big Town;1987;5,7;6;5;14
The French Connection;1971;8,3;8,5;8;253
The French Connection II;1975;7,9;7,91;8;94
Lust for Life;1956;7,7;7,79;8;66
The Bravados;1958;7,4;7,75;7;50
Bravissimo;1955;6,9;7,33;7;38
Il bravo di Venezia;1941;4,7;5;4;6
Break Up;1965;7,5;7;8;27
Breakin' ;1984;4;4;4;4
Brenda Starr;1989;4,3;4;5;5
Brief Encounter;1945;8,2;8,37;8;87
Daddy, I Don't Like This;1978;7,5;6;9;3
Una breve vacanza;1973;5,4;5,33;6;7
Life of Brian;1979;7,5;7,42;8;171
Il brigadiere Pasquale Zagaria ama la mamma e la polizia;1974;5;4,4;6;30
The Devil's Brigade;1968;6,1;6;6;10
I Was a Teenage Vampire;1987;5,8;5;7;8
The Secret Of Nimh;1982;8,4;8,82;8;73
In the Cold of the Night;1990;6;6;6;5
Maximum Overdrive;1986;5,6;5,7;6;66
Body Heat;1981;7,7;8,31;7;96
Play Misty for Me;1971;7,4;7,56;7;153
Broadway Danny Rose;1984;7,5;7,82;7;162
Bronco Billy;1980;6,8;6,75;7;74
The Brood;1979;7,6;7,63;8;167
Brubaker;1980;7,7;7,87;8;134
Bruciati da cocente passione;1976;4,8;4;6;20
Ceiling Zero;1936;6,9;6,5;7;6
The Bad and the Beautiful;1952;7,7;7,75;8;54
Bubu;1970;5,4;5,67;5;31
The Buccaneer;1958;6,4;6;7;13
Peau de banane;1963;5,4;6;5;8
Buck - Ai confini del cielo;1991;4,8;4;6;3
The Mortal Storm;1940;7,3;7,2;7;13
Bufere;1952;6;6,67;5;10
Buffet froid;1979;6,7;6,25;7;9
Bug;1975;5,2;5;5;14
Bugie bianche;1979;3,8;4;4;4
Bugs Bunny Superstar;1975;7,8;7,67;8;7
To Kill a Mockingbird;1962;8,4;8,46;8;237
Near Dark;1987;7,3;7,25;7;92
Bull Durham;1988;6,8;7,3;6;53
Grandview U.S.A.;1984;7,3;8;7;3
Buon giorno, elefante!;1952;6,3;6,29;6;16
Good Sam;1948;5,8;6;6;6
Buona come il pane;1982;2,3;2,33;2;6
Buona Sera Mrs. Campbell;1968;6,6;6;7;11
Buone notizie;1979;6,2;5,78;7;30
Il buono, il brutto e il cattivo;1967;8,9;8,77;9;597
Il burbero;1986;4,9;3,88;6;95
The 'burbs;1989;6,7;7;6;91
Burro;1989;4,7;5,33;4;8
Butch Cassidy and the Sundance Kid;1968;7,8;8,04;8;189
You're a Big Boy Now;1966;6,1;5,88;6;31
Butterfly;1981;3;2;4;3
Bye Bye Baby;1988;2,4;2;3;20
Room for One More;1952;6,3;6;7;3
C'e Sartana... vendi la pistola e comprati la bara!;1970;5;4;6;6
C'e un fantasma nel mio letto;1980;3,9;3;5;11
Kiss Me Goodbye;1982;6,8;8;6;9
C'era un castello con quaranta cani;1989;4,9;4,67;5;12
C'era una volta il West;1969;8,5;8,27;9;464
Once Upon a Time in America;1984;9,1;9,17;9;699
Il etait une fois un flic...;1971;7,1;8;6;19
Saps at Sea;1940;6,9;7,75;6;40
52 Pick-up;1986;6,5;6,17;7;35
55 Days at Peking;1963;6,8;6,73;7;48
Die Hard 2;1990;6,6;6,41;7;170
Ca ira - Il fiume della rivolta;1965;6,4;6,33;6;16
Nightbreed;1990;7;7,11;7;84
Caboblanco;1979;5,8;6;6;23
The Hunt for Red October;1990;7,1;6,65;8;231
To Catch a Thief;1954;7,4;7,35;8;270
Caccia al marito;1960;4,2;4;4;14
La chasse a l'homme;1964;5,1;5;5;6
To Catch a King;1984;5,2;6;4;4
The Chase;1966;7,9;8,39;7;109
Death Hunt;1981;7,1;6,83;7;39
Caccia tragica;1947;7,9;7,71;8;20
Il cacciatore di squali;1979;5,3;5;6;20
I cacciatori del cobra d'oro;1982;5,6;5,5;6;11
Those Calloways;1963;5,5;6;5;9
Qui?;1970;4,7;6;3;14
Cadavere per signora;1964;4;4,67;3;10
Wise Guys;1987;6,6;6,69;6;72
Cadillac Man;1990;5,7;5,63;6;36
The Solid Gold Cadillac;1956;7,3;7,75;7;15
Padenie Berlina;1949;6,4;6;7;9
Cafe Express;1980;7,4;7,24;8;123
La cagna;1972;6,9;7;7;70
Il caimano del Piave;1950;7;6;8;3
La Calandria;1973;4,4;3,33;6;12
Kampf um Rom I;1971;5,4;5;6;9
White Palace;1990;6,8;7;7;43
Les amours de Lady Hamilton;1967;3,5;4;3;3
Caldo soffocante;1990;4;4;4;15
Thunderbolt and Lightfoot;1974;7,4;7,86;7;176
La califfa;1970;5,8;5,17;6;33
California;1977;5,8;6;6;28
...All the Marbles;1981;8,2;7,75;9;17
California Split;1974;7,9;8,22;8;66
California Suite;1978;6,4;6,6;6;36
Guns of Diablo;1964;5,6;6;5;8
The Call of the Wild;1935;6;4;8;3
Le gendarme se marie;1968;5,9;6;6;10
La cambiale;1959;5,9;5,56;6;72
Il cambio della guardia;1962;5;4;6;4
Switching Channels;1987;5,2;5,25;5;18
A Room With a View;1985;6,9;7,27;7;125
Une chambre en ville;1982;6,3;6,5;6;3
The Cameraman;1928;9,1;9,18;9;62
I camionisti;1982;4,3;2,67;6;5
I cammelli;1988;5,4;5,57;5;27
Camorra;1972;5,5;6;5;21
Il camorrista;1986;7,5;7,59;7;108
Campa carogna... la taglia cresce;1973;4,3;3;6;6
Silver Lode;1954;7;6,67;7;17
Campane a martello;1948;5,6;5,75;5;22
The Bells of St. Mary;1945;6,1;6;6;20
Camping;1957;3,8;3,2;4;17
The Champ;1979;4,7;4,11;5;33
Campo de' Fiori;1943;6,3;6,13;7;38
Can-Can;1960;7;7;7;14
Voyou;1970;7,5;6;9;3
Heaven's Gate;1980;8;8,39;8;208
O cancer;1972;6,9;8;6;8
St. Ives;1975;6,2;6,33;6;17
Cane arrabbiato;1984;3,3;2,5;4;13
Straw Dogs;1971;8,1;8,25;8;240
Cane e gatto;1982;5,1;5,22;5;51
Cani e gatti;1952;4,9;4,5;5;6
La bataille de San Sebastian;1968;6,1;6;6;15
Singin' in the Rain;1952;8,9;9,26;8;195
Il cantante e il campione;1984;4,2;3;5;5
Il canto della vita;1945;4,8;4;6;5
La canzone dell'amore;1930;6,3;6;7;3
Brian's Song;1971;6,3;8;5;3
Canzoni di ieri, canzoni di oggi, canzoni di domani;1962;3,5;3;4;3
Canzoni nel mondo;1963;3,3;3,33;;3
Onkel Toms Hutte;1963;5,2;4;6;8
The Little Hut;1957;6;6;6;7
Has Anybody Seen My Gal?;1952;7,3;7,83;7;29
Captain Blood;1935;7,7;7,63;8;32
Le Capitaine Fracasse;1961;5,2;6;4;6
Captain Sinbad;1963;6,3;6;7;4
Captains Corageous;1937;8,3;8,67;8;53
The Amazing Captain Nemo - Voyage to Atlantic;1978;5,8;6;6;3
Caporale di giornata;1958;4,2;2,67;6;18
Top Hat;1935;8,2;8,4;8;80
Cannon Movies Tale: Red Riding Hood;1989;6;6;6;3
La chevre;1981;6,5;6,67;6;45
Caprice;1967;6;6;6;10
Capricorn One;1978;7,4;7,55;7;160
The Scapegoat;1959;7;6,8;7;14
Car Crash;1980;3,4;4,5;2;5
Only the Lonely;1991;5,4;5;6;20
Cara sposa;1977;4,7;4,8;5;17
I carabbimatti;1981;4,2;4,4;4;15
Quigley Down Under;1990;6,8;6,75;7;56
Carbine Williams;1952;6,8;6;8;5
Il carabiniere a cavallo;1961;5,7;5,38;6;25
Carabinieri si nasce;1985;2,6;2;3;16
Carambola;1974;3,8;3,8;4;20
Carambola, filotto... tutti in buca;1975;2,9;2,75;3;14
Babycakes;1989;6;6;6;4
Caramelle da uno sconosciuto;1987;5;4,13;6;35
Caravaggio;1986;7;7;7;38
Caravan Petrol;1960;2,8;3,5;2;3
The Cardinal;1963;6,1;6,57;6;20
Passage Home;1956;5,8;6;6;5
Cari genitori;1973;4,8;3;7;8
The Charge of the Light Brigade;1936;7,4;7;8;23
Carmela;1942;5,6;3,5;8;6
Carmela e una bambola;1958;5,9;5;7;17
Carmen;1943;5,8;6;6;3
Flesh and the Devil;1927;7,8;7,5;8;11
Carny;1980;6,2;6,33;6;5
The Loved One;1965;7;7,5;7;30
Caro Michele;1976;6;6,25;6;35
Carogne si nasce;1968;2,9;2;4;7
Carosello napoletano;1954;6,6;6,5;7;33
Virginia City;1940;7;7;7;18
Wagon Master;1950;7,7;8,07;7;75
The Hallelujah Trail;1965;6,1;6;6;20
Korkarlen;1921;8,3;8,36;8;47
Carrie;1976;7,9;7,8;8;313
La carrozza d'oro;1952;7,6;7,43;8;28
Cartouche;1962;6,1;6;6;20
Caruso Pascoski (di padre polacco);1988;6,6;6;7;64
Evil Dead;1982;7,7;7,37;8;276
La casa 4 (Witchcraft);1989;5,6;6;5;22
The Horror Show;1989;4,7;5;4;18
The Children Nobody Wanted;1981;6;6;6;3
The House that Dripped Blood;1971;6,2;7;5;17
La casa dalle finestre che ridono;1976;7,5;7,53;7;298
Mr. Blandings Builds His Dream House;1948;7,2;7,42;7;72
The House of the Seven Hawks;1959;6,2;6;6;10
The House on 92nd St.;1945;7,8;8;8;12
La maison de jade;1988;4,3;4;5;5
The Money Pit;1986;6,3;6,5;6;33
Ghare Baire;1984;7,2;7,67;7;11
Casa mia casa mia...;1988;5,3;5,25;5;39
The Russia House;1990;5,7;5,58;6;61
La casa stregata;1982;5,6;5;6;112
A House in the Hills;1993;5,4;6;5;11
Casablanca;1942;8,8;9,06;9;357
Casanova farebbe cosi;1942;5;4,33;6;11
Il casinista;1980;5,4;5,5;5;18
Casino de Paris;1958;3,7;4;3;4
Il caso Martello;1991;6,7;7,33;6;8
Il caso Moro;1986;6,4;6,13;7;50
Myra Breckinridge;1970;5;5,33;5;7
Quest for Love;1971;7;6;8;3
The Wrong Box;1966;7,8;8;8;11
Cassandra Crossing;1976;6,1;5,7;7;98
Casta diva;1935;5,8;5,5;6;3
Casta e pura;1981;3,6;3;4;17
Castaway;1987;6;5,5;7;15
Dragonwyck;1946;7,7;8,2;7;29
Catacombs;1988;5,5;6;5;3
Catene;1950;6,9;6,92;7;53
Catene invisibili;1942;5,7;5,33;6;8
Caterina di Russia;1963;5;4,5;5;9
The Rise of Catherine the Great;1934;6,2;6;6;6
Catlow;1971;6,1;6;6;12
Gross Misconduct;1993;5,6;6;5;9
Bad Company;1972;7;6,8;7;22
Bad Influence;1990;6,4;6,36;6;49
Cattive ragazze;1992;3,4;1,5;5;5
Evil in Clear River;1988;8;6;10;3
Cattivi pensieri;1976;5,3;5;6;51
Brandy (El sheriff de Losatumba);1964;3,9;4;4;5
Two Rode Together;1961;7,5;7,25;8;88
Flaming Feather;1951;5,5;6;5;7
Il cavaliere del sogno;1946;5,5;6;5;6
Abraham Lincoln;1930;6,7;6,6;7;12
Shane;1953;8,1;8,18;8;110
Passion;1954;5,9;6;6;5
Il cavaliere inesistente;1971;7,4;6;9;18
Il cavaliere misterioso;1948;7,2;7,2;7;22
Pale Rider;1985;7,4;7,39;7;171
The Long Riders;1980;7,4;7,53;7;94
She Wore a Yellow Ribbon;1949;7,7;8,06;7;107
Knights of the Round Table;1953;6,8;6,75;7;34
The Hollywood Knights;1980;3,5;4;3;3
Cavalleria;1936;5,7;5,33;6;12
Cavalli si nasce;1988;6;5;7;3
The Horse in the Gray Flannel Suit;1970;6;6;6;3
La Celestina P... R...;1964;5;5,25;5;7
La cena delle beffe;1941;7,9;7,2;9;55
Cenerentola;1948;5,4;6;5;6
Funny Face;1956;7,3;7,36;7;55
I cento cavalieri;1964;6,2;6,25;6;27
La cento chilometri;1959;5;4;6;11
Centomila dollari;1939;5,3;5;6;12
At the Earth's Core;1976;5,7;6;5;12
Cerca di capirmi;1970;5;4;6;3
Makin' Mr. Right;1987;5,3;6;5;3
The Buddy System;1984;6,7;8;5;6
Desperately Seeking Susan;1985;6;5,71;6;70
Appointment with Danger;1950;6,2;6;6;4
The Gay Divorcee;1934;6,6;6,67;7;26
Certo, certissimo, anzi... probabile;1969;4,5;4;5;15
Billion Dollar Brain;1968;6,8;7,33;6;21
Champions;1983;5,6;4;7;6
Chanel Solitaire;1981;6,5;4,5;9;4
Charleston;1977;5,2;5;5;35
Charley and the Angel;1973;6,2;4;8;4
All Dogs Go to Heaven;1989;6,9;6,83;7;53
Charlie Chan & the Curse of the Dragon Queen;1981;4,5;4;5;4
Shoulder Arms;1918;8,1;8,2;8;33
It's a Gift;1934;7,9;8,5;7;5
Che botte, ragazzi!;1974;4,6;4,5;5;7
The Bad News Bears;1976;6,8;6,67;7;26
Che c'entriamo noi con la rivoluzione?;1972;5,4;4,78;6;22
Element of Risk/That's Me Over There;1975;6,6;6;7;5
What Ever Happened to Baby Jane?;1962;8,7;8,9;9;247
Che fine ha fatto Toto Baby?;1964;6,3;6,27;6;69
Quackser Fortune Has a Cousin in the Bronx;1970;5,8;6;6;7
Che gioia vivere!;1960;7,1;7,71;7;29
Che tempi!;1947;6,8;6;8;4
Life Stinks;1991;6,5;6,67;6;51
Chewingum;1984;3,7;3,67;4;17
Who Will Love My Children?;1983;7;4;10;3
Who Is Harry Crumb?;1989;6,5;6,67;6;16
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?;1971;7,1;8;6;11
The Other;1972;7,4;7;8;20
Chi e senza peccato...;1953;5,9;6;6;16
Who Framed Roger Rabbit;1988;7,9;7,88;8;329
Who's Afraid of Virginia Woolf?;1966;7,6;7,88;7;74
Who Dares Wins;1983;4,8;4;6;5
Brewster's Millions;1985;5,9;6;6;66
Someone to Watch Over Me;1987;6,1;6,18;6;69
Chi si ferma e perduto;1960;6,5;6,38;7;72
For Pete's Sake;1974;6,7;7;6;12
Chi trova un amico trova un tesoro;1981;6,2;5,88;7;124
Charley Varrick;1973;7,9;8,67;7;152
Continental Divide;1981;6,9;7,13;7;92
Call Me;1988;4,3;4;5;5
Lo chiamavano Bulldozer;1978;6,5;5,92;7;126
Un hombre llamado Noon ;1973;5,7;6;5;4
Lo chiamavano Trinita...;1970;7,7;7,52;8;310
Claire de femme;1979;4,7;5;4;8
The Glass Key;1942;7;7,33;7;38
Chiedi la luna;1991;6,2;5,75;7;22
Chiedi perdono a Dio e non a me;1968;5,3;4,67;6;5
La chiesa;1989;5,8;5,78;6;72
Chimera;1968;3,4;2;5;22
China O'Brien;1990;7;4;10;3
Chinatown;1974;8,1;8,39;8;345
Il chiromante;1941;6;3;9;4
Chissa perche... capitano tutte a me;1980;5,6;5,63;6;64
Chisum;1970;6,1;5,67;7;45
A Chorus Line;1985;6,3;6,14;6;35
Christine;1983;7,3;7,3;7;254
Chuck Berry Hail! Hail! Rock'n'Roll;1987;7,5;6,67;8;9
Ci risiamo, vero Provvidenza?;1974;5,3;4,4;6;11
Il y a des jours... et des lunes;1990;7,1;7,4;7;12
Bye bye Birdie;1963;7;7;7;8
Ciao maschio;1978;7,3;7,75;7;43
Ciao nemico;1981;5,2;5;5;13
A High Wind in Jamaica;1965;7,7;8;7;15
La cieca di Sorrento;1934;4,5;4,5;5;4
Twelve O'Clock High;1949;7,4;7,17;8;33
The Enforcer;1976;6,2;6,15;6;115
Cielo sulla palude;1949;6;6;6;20
Cumbres borrascosas;1953;7;7,25;7;31
Une corde, un colt;1968;6,5;7,67;5;15
Stowaway;1936;6,1;6;6;6
The Cincinnati Kid;1965;7,2;7,33;7;45
Cinema d'altri tempi;1953;4,8;4,75;;4
Kinoglaz;1924;8;8,2;8;12
Il cinico, l'infame, il violento;1977;5,2;4,29;6;59
Cinque figli di cane;1969;3,9;3,5;4;6
Five Days One Summer;1982;6,6;7,1;6;35
Cinque marines per cento ragazze;1961;4,1;3,5;5;12
The Five Pennies;1959;6;6;6;5
Cinque per l'inferno;1968;4,4;3;6;8
Le cinque stagioni;1976;5,9;7;5;8
La cintura di castita;1967;3,4;3;4;6
La cintura;1989;2,6;2;3;15
Consuming Passions;1988;5,3;4,67;6;5
La ciociara;1988;5,7;5,33;6;24
La ciociara;1960;7,7;7,63;8;170
Cyrano de Bergerac;1945;6;6;6;3
The Circus;1928;8,7;8,8;9;93
Circus World;1964;6,6;6;7;9
Mr. Wong in Chinatown;1939;6;6;6;3
Diamond City;1949;5,8;4;8;3
The Haunted Palace;1963;7;7,13;7;41
La citta del sole;1973;6,6;6;7;10
La citta dolente;1948;6,2;3,8;9;40
The Enforcer;1951;7,8;7,57;8;27
La citta gioca d'azzardo;1974;5;4;6;24
City of Fire;1979;3,5;4;3;5
Ghost Town;1988;5,3;6;5;3
The Dark City;1950;6,7;6,67;7;9
The Naked City;1948;8,2;8,63;8;44
City Beneath the Sea;1953;6,8;8;6;7
The Crazies;1973;7;6,72;7;99
Il cittadino si ribella;1974;6,2;5,71;7;67
Cjamango;1967;4,2;2,67;6;6
Bloody Mama;1970;7,4;7,33;7;56
Il clan dei due Borsalini;1971;5,2;4,4;6;18
Le passager clandestin;1957;5,8;6;6;3
The Vintage;1957;5,7;6;5;4
Claretta;1984;3,8;3,67;4;11
Class of 1999;1990;6,1;6;6;31
La classe operaia va in Paradiso;1972;8;8,41;8;247
Clearcut;1991;5,5;6;5;3
Cleopatra;1963;6,4;6,33;7;63
The Suicide Club;1987;5,5;4;7;3
Club Paradise;1986;4,8;4;6;8
Cobra;1986;4,9;4,69;5;137
Cobra Mission;1985;5,8;4;8;5
Cobra Mission 2;1987;5;3;7;4
The Coca Cola Kid;1985;5,8;5,4;6;14
The Boost;1988;4,9;4;6;9
Cocktail;1988;4,7;4,33;5;73
Cocoon: the Return;1989;5,3;5,2;5;34
Cocoon;1985;6,9;7,07;7;156
Beyond Glory;1948;5,7;6;5;4
Code of Silence;1985;5,6;5,5;6;17
Raw Deal;1986;4,8;4,4;5;69
Martial Law;1990;7;4;10;3
Martial Law II: Undercover;1991;6,5;5;8;7
Martial Outlaw;1993;8;7;9;6
The Criminal Code;1931;8,2;8;8;11
Lacombe Lucien;1973;7,2;7,54;7;71
Col ferro e col fuoco;1962;2,9;2,5;3;11
Breakfast at Tiffany's;1961;8;8,06;8;344
Cold Feet;1989;5;4;6;3
L'histoire tres bonne et tres joyeuse de Colinot Trousse-Chemise;1973;4;4;4;4
College;1984;3,2;2,75;4;24
Platoon Leader;1988;4,9;4;6;6
Il Colonnello Buttiglione diventa Generale;1974;4,7;4,5;5;13
Von Ryan's Express;1965;6,6;5,67;7;42
The Color of Money;1986;6,9;6,78;7;168
Il colore della vittoria;1990;4,8;4,67;5;4
The Color Purple;1985;6,7;6,39;7;175
Colors;1988;6,9;7;7;66
The Harder They fall;1956;8;8,18;8;55
The Colossus of New York;1958;6,3;6;7;10
Il Colosso di Rodi;1961;5,9;5,78;6;92
Shield for Murder;1954;7,3;8;7;3
Conduct Unbecoming;1974;6,5;8;5;10
Death Warrant;1990;5,4;5;6;25
Pulp;1972;6,6;7,5;6;12
The League of Gentlemen;1959;7,7;8;7;13
Diamonds;1976;5;4;6;3
Colpo di fulmine;1985;5;4,67;5;42
Der Fangschuss;1976;6,2;6;6;4
Un colpo di pistola;1942;6,9;6,8;7;20
From the Hip;1987;5,6;4;7;5
Colpo di sole;1968;3,8;4;4;5
Melodie en sous-sol;1963;7,6;8;7;14
The Biggest Bundle of Them All;1967;5,1;6;4;10
Hoosiers;1987;6,2;5,78;7;36
Una colt in pugno al diavolo;1967;5,4;5,33;6;5
Noz w wodzie;1962;8;8,11;8;116
Every Time We Say Goodbye;1986;4,9;4;6;5
Com'e dura l'avventura;1987;4,5;4,75;4;64
Coma;1978;7,5;7,61;7;92
The Comancheros;1961;7,3;7,5;7;35
Back To God's Country;1954;6;6;6;3
How Green Was My Valley;1941;7,9;7,75;8;59
The Way We Were;1973;7,4;7,55;7;135
A Shock to the System;1990;6,3;6;7;17
How I Won the War;1967;7,6;7;8;12
Come imparai ad amare le donne;1966;4,2;3,5;5;7
Come inguaiammo l'esercito;1964;4,8;4;6;13
Come le foglie;1934;6,7;6,33;7;7
Written in the Wind;1956;8,7;9,06;8;95
Come persi la guerra;1945;5,8;5,2;6;10
Come rubammo la bomba atomica;1966;5,5;5;6;21
Come rubare la corona d'Inghilterra;1967;3,9;4;4;10
How to Steal a Million;1966;7,3;7,25;7;88
Le magnifique;1973;6,4;7,2;6;21
How to Marry a Millionaire;1953;7,4;7,64;7;82
The Reluctant Debutante;1958;7,1;7,5;7;32
The Survivors;1983;5,6;4,86;6;35
Le comiche 2;1991;5;5;5;115
Le comiche;1990;5,9;6,27;5;147
The Happening;1968;6;7,5;5;4
Commando;1985;5,7;5,27;6;132
Darby's Rangers;1957;5,4;6;5;8
La commare secca;1962;6,7;7;6;63
Romantic Comedy;1983;6,9;8;6;5
A Midsummer Night's Sex Comedy;1982;7,1;7,27;7;122
Komissar;1967;8,6;8,5;9;5
Commissariato di notturna;1973;5,3;4,67;6;5
Il commissario;1962;7,5;7,63;7;40
Le tueur;1972;5,6;5,5;6;13
Il commissario Lo Gatto;1986;5,5;5,18;6;118
Max et les ferrailleurs;1971;7,5;7,71;7;47
Il commissario Pepe;1969;6,8;6,79;7;94
How I Got Into College;1989;4,8;4;6;3
The Bank Dick;1940;7,5;7;8;5
I compagni;1963;8,2;8,25;8;117
Compagni di scuola;1988;7,5;7,62;7;222
La compagnia della Teppa;1941;4,5;4;5;6
Pack Up Your Troubles;1932;7,1;7,5;7;35
Il compagno Don Camillo;1965;6,3;5,63;7;93
Sixteen Candles;1984;6,1;5,75;6;41
I complessi;1965;7,1;7,18;7;100
Obsession;1975;7,5;7,76;7;109
Red King, White Knight;1989;6,5;6;7;3
Computer Wore Tennis Shoes;1970;5,2;4,67;6;23
The Amateur;1981;7;6;8;3
Adrift;1993;8;6;10;3
Con la rabbia agli occhi;1978;4,9;3,8;6;20
Den goda viljan;1992;5,6;4;7;9
Con quale amore, con quanto amore;1970;5;5;5;11
Conan the Barbarian;1981;7,2;7;7;205
Conan the Destroyer;1983;5,3;4,14;7;127
Concerto per pistola solista;1971;5,2;4,67;6;19
Concorde Affaire '79;1979;5;4,67;5;8
Doomed to Die;1940;5;6;4;5
The Star Chamber;1983;6,5;6,71;6;30
Condominio;1991;5,8;6,8;5;15
Condottieri;1937;4,9;4;6;8
L'aveu;1970;7,6;7,25;8;14
Confessione di un commissario di polizia al procuratore della Repubblica;1971;7,1;7,33;7;39
Mortal Sins;1992;6;6;6;5
Dragees au poivre;1963;6,6;8;5;9
Class Action;1990;6,4;6,25;7;30
The Final Conflict;1981;4,9;4,67;5;26
Il conformista;1970;8,2;8,29;8;174
The Trouble With Harry;1955;7,6;7,88;7;218
Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor;1945;9,1;9,4;9;41
Congo Crossing;1956;5,3;6;5;7
How the West Was Won;1962;7;7,22;7;77
The Plainsman;1936;7,5;7,29;8;26
California Conquest;1952;6,5;6;7;3
Conquest of Space;1955;5,5;6;5;6
Tripoli;1950;5,9;6;6;5
I Can Get it for You Wholesale;1951;7,3;8;7;7
Il consigliori;1973;5,3;4,8;6;22
The Honorary Consul;1983;5,9;6;6;29
Tomorrow Is Forever;1945;5,5;6;5;3
Lean on Me;1989;6,3;6;7;6
The Private Lives of Elizabeth and Essex;1939;7,1;7,25;7;20
Il conte di Matera;1958;3;3;3;3
Le Comte de Monte Cristo;1961;6,3;6;7;9
Il conte di Sant'Elmo;1950;4,2;4;4;8
Il conte Max;1991;3,3;3;4;21
